Code,Name,TIB Core,German Description,English Description
13.1cy,Geografische Namen als künstlerisches Motiv,False,"Das Thema „Geografische Namen als künstlerisches Motiv“ untersucht die Verwendung von Ortsnamen in Kunstwerken, sei es in der Literatur, Malerei, Musik oder anderen künstlerischen Ausdrucksformen. Es analysiert, wie geografische Namen Symbolik, Emotionen oder kulturelle Identitäten vermitteln und welche Rolle sie als Inspirationsquelle oder als Mittel zur Schaffung von Atmosphäre spielen. Dabei wird auch die Wechselwirkung zwischen Raum, Identität und künstlerischer Darstellung erforscht.","The subject “Geographic Names as an Artistic Motif” explores the use of place names in artworks, whether in literature, painting, music, or other artistic expressions. It analyzes how geographic names convey symbolism, emotions, or cultural identities and their role as a source of inspiration or a means of creating atmosphere. The interaction between space, identity, and artistic representation is also examined."
13.2,Plastik,False,"""Plastik"" bezieht sich auf ein vielseitiges Material, das aus synthetischen oder halbsynthetischen Polymeren besteht und in zahlreichen Formen und Anwendungen verwendet wird. Es ist leicht, langlebig und kann in verschiedene Formen gebracht werden, was es zu einem wichtigen Bestandteil in Industrie, Haushalt und Kunst macht. Plastik ist jedoch auch umstritten, da es Umweltprobleme wie Verschmutzung und nicht abbaubare Abfälle verursacht.","""Plastic"" refers to a versatile material made from synthetic or semi-synthetic polymers, used in a wide range of forms and applications. It is lightweight, durable, and can be molded into various shapes, making it a crucial component in industry, household, and art. However, plastic is also controversial due to its environmental impact, including pollution and non-biodegradable waste."
13.2p,Personen zu Plastik,False,"""Personen zu Plastik"" ist ein Thema, das sich mit der Transformation oder Darstellung von menschlichen Figuren in Kunstwerken aus Plastik oder anderen synthetischen Materialien beschäftigt. Es untersucht die künstlerischen, kulturellen und technischen Aspekte dieser Darstellungen sowie ihre Bedeutung in der modernen und zeitgenössischen Kunst.","""Persons to Plastic"" is a subject that deals with the transformation or representation of human figures in artworks made of plastic or other synthetic materials. It explores the artistic, cultural, and technical aspects of these representations, as well as their significance in modern and contemporary art."
13.3,Malerei,False,"Malerei ist eine der bildenden Künste, bei der Farben und andere Materialien auf einer Fläche wie Leinwand, Papier oder Holz aufgetragen werden, um visuelle Kunstwerke zu schaffen. Sie umfasst verschiedene Stile, Techniken und Epochen, von der realistischen Darstellung bis zur abstrakten Expression. Malerei dient als Ausdrucksmittel für Künstler, um Emotionen, Ideen und Geschichten zu vermitteln.","Painting is one of the visual arts, involving the application of colors and other materials onto a surface such as canvas, paper, or wood to create visual artworks. It encompasses various styles, techniques, and eras, ranging from realistic representation to abstract expression. Painting serves as a medium for artists to convey emotions, ideas, and narratives."
13.4,"Zeichnung, Grafik",False,"Das Fach 'Zeichnung, Grafik' befasst sich mit den künstlerischen Techniken des Zeichnens und der grafischen Gestaltung. Es umfasst sowohl traditionelle handwerkliche Methoden als auch digitale Verfahren. Studierende lernen, visuelle Aussagen zu entwickeln, Kompositionen zu gestalten und verschiedene Materialien und Werkzeuge einzusetzen. Das Fach fördert die kreative Ausdrucksfähigkeit und das Verständnis für ästhetische Prinzipien.","The subject 'Drawing, Graphic Art' focuses on the artistic techniques of drawing and graphic design. It encompasses both traditional manual methods and digital processes. Students learn to develop visual statements, create compositions, and use various materials and tools. The subject enhances creative expression and understanding of aesthetic principles."
13.5,Fotografie,False,"Fotografie ist die Kunst und Wissenschaft der Erzeugung von Bildern durch die Aufnahme von Licht auf lichtempfindlichen Materialien oder digitalen Sensoren. Sie umfasst verschiedene Techniken, Stile und Genres wie Porträt-, Landschafts-, Architektur- und Dokumentarfotografie. Fotografie dient sowohl als künstlerisches Ausdrucksmittel als auch als Werkzeug zur Dokumentation und Kommunikation.","Photography is the art and science of creating images by capturing light on light-sensitive materials or digital sensors. It encompasses various techniques, styles, and genres such as portrait, landscape, architecture, and documentary photography. Photography serves both as a means of artistic expression and as a tool for documentation and communication."
13.6,Kunsthandwerk,False,"Kunsthandwerk bezeichnet die handwerkliche Herstellung von Objekten, die sowohl künstlerisch als auch funktional sind. Es verbindet traditionelle Handwerkstechniken mit künstlerischem Ausdruck und umfasst Bereiche wie Keramik, Textilien, Schmuck, Holzverarbeitung und Glasbläserei. Kunsthandwerk betont die Einzigartigkeit und Qualität der handgefertigten Stücke im Gegensatz zur Massenproduktion.","Kunsthandwerk, or ""craft art,"" refers to the manual creation of objects that are both artistic and functional. It combines traditional craftsmanship with artistic expression and includes fields such as ceramics, textiles, jewelry, woodworking, and glassblowing. Kunsthandwerk emphasizes the uniqueness and quality of handmade pieces, contrasting them with mass-produced items."
13.6p,Personen zu Kunsthandwerk,False,"Das Fach *Personen zu Kunsthandwerk* beschäftigt sich mit der Erforschung und Darstellung bedeutender Persönlichkeiten, die im Bereich des Kunsthandwerks tätig waren oder sind. Es beleuchtet deren Lebenswege, künstlerische Entwicklungen, Einflüsse und Beiträge zur Handwerkskunst. Dabei werden historische und zeitgenössische Künstler, Handwerker und Designer betrachtet, die durch ihre Arbeit das Kunsthandwerk geprägt haben.","The subject *Persons in Craftsmanship* focuses on the study and representation of significant individuals who have been active in the field of arts and crafts. It examines their life paths, artistic developments, influences, and contributions to craftwork. The subject covers both historical and contemporary artists, craftsmen, and designers who have shaped the world of craftsmanship through their work."
13.7,Neue Formen der Kunst,False,"""Neue Formen der Kunst"" beschäftigt sich mit innovativen und experimentellen Ausdrucksweisen in der Kunst, die traditionelle Grenzen überschreiten. Dabei werden zeitgenössische Techniken, Medien und Konzepte erforscht, die sich mit gesellschaftlichen, technologischen und kulturellen Entwicklungen auseinandersetzen. Der Fokus liegt auf der Entstehung neuer künstlerischer Praktiken, die interdisziplinär und oft interaktiv sind.","""Neue Formen der Kunst"" (New Forms of Art) explores innovative and experimental artistic expressions that transcend traditional boundaries. It delves into contemporary techniques, media, and concepts that engage with societal, technological, and cultural developments. The focus is on the emergence of new artistic practices that are often interdisciplinary and interactive in nature."
14.1,"Musik (Allgemeines), Musikgeschichte",False,"Das Fach ""Musik (Allgemeines), Musikgeschichte"" befasst sich mit der umfassenden Erforschung und Darstellung von Musik in ihren vielfältigen Erscheinungsformen. Es umfasst sowohl die theoretischen Grundlagen der Musik als auch ihre historische Entwicklung von den Anfängen bis zur Gegenwart. Dabei werden kulturelle, gesellschaftliche und technologische Einflüsse auf die Musik untersucht, um ein vertieftes Verständnis für ihre Rolle und Bedeutung in verschiedenen Epochen und Kulturen zu schaffen.","The subject ""Music (General), Music History"" focuses on the comprehensive study and representation of music in its diverse forms. It includes both the theoretical foundations of music and its historical development from its origins to the present day. The field examines cultural, social, and technological influences on music to foster a deeper understanding of its role and significance across different eras and cultures."
14.2,"Musikalische Form, Musikgattung",False,"Das Fach 'Musikalische Form, Musikgattung' beschäftigt sich mit der Struktur, dem Aufbau und der Gestaltung von Musikstücken sowie den verschiedenen Gattungen und Genres in der Musik. Es untersucht, wie musikalische Elemente wie Themen, Motive, Sätze und Formen (z. B. Sonatenform, Rondo, Fuge) organisiert sind und wie sich diese im historischen und kulturellen Kontext entwickeln. Zudem werden unterschiedliche Musikgattungen wie Sinfonie, Oper, Kammermusik oder Lied analysiert und in ihren spezifischen Merkmalen und Funktionen beleuchtet.","The subject 'Musical Form, Music Genre' focuses on the structure, composition, and design of musical pieces, as well as the various genres and categories in music. It explores how musical elements such as themes, motifs, movements, and forms (e.g., sonata form, rondo, fugue) are organized and how they evolve within historical and cultural contexts. Additionally, different music genres like symphonies, operas, chamber music, or songs are analyzed, highlighting their specific characteristics and functions."
